id|nome|indirizzo|cap|citta|telefono|fax|email|web|camere|direttore|tipi|tipi_specifici|stelle
48|Hotel Posta|Via A. Gagini, 77|90133|Palermo|091587338|091587347|info@hotelpostapalermo.it|http://www.hotelpostapalermo.it|30|Alessia Longo|accoglienza|albergo, hotel|3
49|Hotel Tonic|Via Mariano Stabile, 126|90139|Palermo|091581754 - 0916055308|091585560|info@hoteltonic.it|http://www.hoteltonic.it|40|Carmelo Messina|accoglienza|albergo, hotel|3
50|Hotel Vecchio Borgo|Via Quintinio Sella, 1/7|90139|Palermo|0916118330|091326346|vecchioborgo@ghshotels.it - bellavista.m@ghshotels.it|http://www.ghshotels.it/vecchioborgo|32|Lanfranco Rizzo|accoglienza|albergo, hotel|4
15|Addaura Hotel residence Congressi|Lungomare Cristoforo Colombo, 4452|90149|Palermo - Addaura|0916842222|0916842255|director@addaura.it - hotel@addaura.it|http://www.addaura.it|50||accoglienza|albergo, hotel|3
41|Garibaldi Hotel Al Politeama|Via Emerico Amari, 146|90139|Palermo|0916017111|091323141|bellavista.m@ghshotels.it|http://www.ghshotels.it|71|Lanfranco Rizzo Gestione Astoria Palace|accoglienza|albergo, hotel|4
44|Hotel Letizia|Via Bottai, 30|90133|Palermo|091589110|0916122840|ruslet@hotelletizia.com|http://www.hotelletizia.com|13|Letizia Rusignolo|accoglienza|albergo, hotel|3
54|Massimo Plaza Hotel|Via Maqueda, 437|90133|Palermo|091325657|091325711|booking@massimoplazahotel.com|http://www.massimoplazahotel.com|11|Nicola Farruggio|accoglienza|albergo, hotel|4
57|Mondello Palace Hotel|Viale Principe di Scalea,|90151|Palermo - Mondello|091450001|091450657|info@mondellopalacehotel.it|http://www.mondellopalacehotel.it|84|Attilio Cessati|accoglienza|albergo, hotel|4
90|Hotel Sausele|Via Vincenzo Errante, 12|90127|Palermo|0916167524 - 0916161308|0916167525|||||accoglienza|albergo, hotel|2
92|Hotel Concordia|Via Roma, 72|90133|Palermo|0916169062|0916100543|info@hotelconcordiapalermo.it|http://www.hotelconcordiapalermo.it|||accoglienza|albergo, hotel|1
21|Astoria Palace Hotel|Via Monte Pellegrino, 62|90142|Palermo|800 893344 - 0916281111|0916372178|booking@ghshotels.it - astoria@ghshotels.it|http://www.ghshotels.it|326|Lanfranco Rizzo|accoglienza|albergo, hotel|4
30|Excelsior Hilton Palermo|Via Marchese Ugo, 3|90139|Palermo|0917909001|091342139|res.excelsiorpalermo@hilton.com|http://www.excelsior-palermo.com|119|Alessandro Innocenti|accoglienza|albergo, hotel|4
33|Grand Hotel Piazza Borsa|Via dei Cartari, 18|90133|Palermo|091320075 - 0916116700|0916116700|piazzaborsa@piazzaborsa.com|http://www.piazzaborsa.it|127|Mario Monforte|accoglienza|albergo, hotel|4
35|Hotel Columbia Classic|Via del Celso, 31|90134|Palermo|0916113777|0916023052|info@hotelcolumbiapalermo.com|http://www.hotelcolumbiapalermo.com|||accoglienza|albergo, hotel|3
46|Hotel Plaza Opéra|Via N. Gallo, 2|90139|Palermo|0913819026|0913819260|info@hotelplazaopera.com - ivano.ferazzoli@thehotelsphere.com|http://www.hotelplazaopera.com|||accoglienza|albergo, hotel|4
47|Hotel Porta Felice|Via Butera, 35/37|90133|Palermo|0916175678|0916171425|daniela.fusi@hotelportafelice.it - info@hotelportafelice.it|http://www.hotelportafelice.it|||accoglienza|albergo, hotel|4
55|Mediterraneo|Via Rosolino Pilo, 43|90139|Palermo|091581133|091586974|info@hotelmediterraneopa.com - albergomediterraneo@libero.it|http://www.hotelmediterraneopa.com|||accoglienza|albergo, hotel|3
58|Hotel Palazzo Sitano|Corso Vittorio Emanuele, 114|90133|Palermo|0916119880|0916622336|info@hotelpalazzositano.it - booking@palazzositano.it|http://www.palazzositano.it|||accoglienza|albergo, hotel|4
60|Ibis Style|Via F. Crispi, 228|90139|Palermo|091580733|0916111588|president@shr.it - info@presidenthotelpalermo.it|http://www.presidenthotelpalermo.it|129|Michele Scarlato|accoglienza|albergo, hotel|4
67|Ucciardhome Hotel|Via E. Albanese, 34|90139|Palermo|091348426|0917302738|info@hotelucciardhome.com|http://www.hotelucciardhome.it|11|Giovanni Ruisi|accoglienza|albergo, hotel|4
70|Marbela residence|Via Salvatore Puglisi, 9|90143|Palermo|0916241111|0917212222|info@marbelaresidence.com|http://www.marbelaresidence.com||Giovanni Ucciardi|accoglienza|albergo, hotel|3
71|Residenza d'Aragona|Via Ottavio d'Aragona, 25|90139|Palermo|0916622222|0916123592 - 0916622273|info@residenzadaragona.it|http://www.residenzadaragona.it|20||accoglienza|albergo, hotel|4
82|Hotel Regina|Via Vittorio Emanuele, 316|90134|Palermo|0916114216|0916114216|htregina@gmail.com|http://www.hotelregina.it|||accoglienza|albergo, hotel|1
83|Hotel Vittoria|Via Maqueda, 8|90134|Palermo|0916162437|0916162432|albergovittoria@gmail.com|http://www.hotelvittoriapalermo.it|||accoglienza|albergo, hotel|1
16|Best Western Ai Cavalieri|Via Sant'Oliva, 8|90141|Palermo|091583282 - 800 820080|0916126589|info@aicavalierihotel.it - aicavalieri.pa@bestwestern.it|http://www.aicavalierihotel.com|39||accoglienza|albergo, hotel|4
18|Ambasciatori Palermo Hotel|Via Roma, 111|90133|Palermo|0916166881|0916100105|booking@ambasciatorihotelpalermo.com|http://www.ambasciatorihotelpalermo.net|24|Mario Attinasi|accoglienza|albergo, hotel|3
22|Baglio Conca D'Oro|Via Aquino, 19 c/d|90126|Palermo|0916406286 - 0916408710|0916408742|info@baglioconcadoro.it|http://www.hotelbaglioconcadoro.com|||accoglienza|albergo, hotel|4
23|Bel 3 Hotel|Via Ruffo di Calabria, 20|90137|Palermo - Baida|091223560|0916734571|info@bel3.com|http://www.bel3.com|67||accoglienza|albergo, hotel|3
24|Bellevue del Golfo|Via Plauto, 40|90148|Palermo - Sferracavallo|091530083 - 091530618|091530666|hotelbellevue@msn.com|http://www.hotelbellevuepalermo.com|40|Livio Paduano|accoglienza|albergo, hotel|3
26|Casena dei Colli Hotel residence|Via Villa Rosato, 20/22|90146|Palermo|0916889771|0916889779|info@casenadeicolli.it - direzione@casenadeicolli.it|http://www.casenadeicolli.it|93|Giorgio Valdesi|accoglienza|albergo, hotel|3
38|Hotel Europa|Via Agrigento, 3|90141|Palermo|0916256323|0916259209|info@hoteleuropapalermo.it|http://www.hoteleuropapalermo.it|73|Umberto Di Mariano|accoglienza|albergo, hotel|3
42|Giardino Inglese Hotel|Via Libertà, 63|90143|Palermo|0916251295|091300687|hotelgiardinoinglese@resigest.com|http://www.hoteldelgiardinoinglese.com|25|Girolamo Liga|accoglienza|albergo, hotel|4
45|Orleans Hotel|via Monfenera, 106|90128|Palermo|0916688940 - 0916570611|0916456039|info@casamarconi.it|http://www.hotelorleans.it|||accoglienza|albergo, hotel|3
51|Hotel Villa Esperia|Viale Margherita di Savoia, 53|90151|Palermo - Mondello|0916840717|0916841508|info@hotelvillaesperia.it|http://www.hotelvillaesperia.it|22|Vittorio Petruso|accoglienza|albergo, hotel|3
56|Mercure Palermo Centro|Via Mariano Stabile, 112|90139|Palermo|091324911|0916116822|direzione@mercurepa.com - booking@mercurepa.com|http://www.mercure.com|93|Marcello Manca|accoglienza|albergo, hotel|4
61|Principe di Villafranca|Via G. Turrisi Colonna, 4|90141|Palermo|0916118523|091588705|info@principedivillafranca.it|http://www.principedivillafranca.it|||accoglienza|albergo, hotel|4
62|Quinto Canto|Via Vittorio Emanuele, 310|90134|Palermo|091584913|0917574117|info@quintocantohotel.com|http://www.quintocantohotel.com|20|Giovanni Ruisi|accoglienza|albergo, hotel|4
183|Cult'n sea|Via San Sebastiano, 13|90133|Palermo|0915018547||cultnseapalermo@hotmail.com||1||accoglienza|bed and breakfast, B&B|3
187|Della Lungarini|Via T.R.1, 7|90100|Palermo|0917573085||info@lungarini.com|http://www.dellalungarini.com|2||accoglienza|bed and breakfast, B&B|2
190|Dolce dormire|P.zza G. Amendola, 43|90141|Palermo|0915080389||dolcedormirepalermo@hotmail.com|http://www.dolcedormirepalermo.com|3||accoglienza|bed and breakfast, B&B|3
196|Giuspa|Via Valerio Villareale, 28|90141|Palermo|0918889514||giuspa_house@yahoo.com|http://www.b-bgiuspa.com|3|Giuseppina La Manna|accoglienza|bed and breakfast, B&B|2
228|Montereale|C.so Calatafimi, 1096|90131|Palermo|0916688066||mauro64@neomedia.it||2||accoglienza|bed and breakfast, B&B|3
245|Palermo Centro|P.zza Giulio Cesare, 44|90127|Palermo|||info@palermobedandbreakfastcentro.it|http://www.palermobedandbreakfastcentro.it|3||accoglienza|bed and breakfast, B&B|3
246|Palermo Felix|Via Niccolò Machiavelli|90127|Palermo|0912530421||info@bbpalermofelix.com|http://www.bbpalermofelix.com|||accoglienza|bed and breakfast, B&B|3
266|Villa Antonietta|Via Principe di Pantelleria, 12|90146|Palermo|0916884403||info@villantonietta.it|http://www.villantonietta.it|3||accoglienza|bed and breakfast, B&B|2
268|Villa Maurigi|Via Agnetta, 91|90126|Palermo|091331101||a.tioli@tiscali.it|http://www.villamaurigi.it|2||accoglienza|bed and breakfast, B&B|2
269|Villa Partanna|Via Asilo infantile Sella, 24|90151|Palermo - Mondello|0916840509 - 091451610||||2||accoglienza|bed and breakfast, B&B|3
270|White|Via Rosario Gregorio, 36|90123|Palermo|0915506119||info@bbwhite.it|http://www.bbwhite.it|2||accoglienza|bed and breakfast, B&B|3
271|Palermo Mare|Via Torretta, 7|90147|Palermo|0919740078||palermomare@live.it|http://www.palermomare.it|1||accoglienza|bed and breakfast, B&B|3
197|Gli Aristogatti|Via Bari, 18|90133|Palermo|0912736785||info@gliaristogatti.com|http://www.gliaristogatti.com|||accoglienza|bed and breakfast, B&B|3
229|Museo Salinas|Via orologio, 9|90133|Palermo|0917657247||bebmuseosalinas@gmail.com|http://www.beb-museosalinas.it|2||accoglienza|bed and breakfast, B&B|3
232|Nimìa|Via Maqueda, 7|90133|Palermo|0918437223||info@bbnimia.com|http://www.bbnimia.com|3||accoglienza|bed and breakfast, B&B|2
233|Nonna Angela|Via Carini, 25|90138|Palermo|091335042||marigtp@inwind.it||2||accoglienza|bed and breakfast, B&B|3
237|O'Scià|Via Garibaldi, 8|90133|Palermo|0916177950||info@bb-oscia.it|http://www.bb-oscia.it|4||accoglienza|bed and breakfast, B&B|3
267|Villa Artemide|Via Apollo, 4|90151|Palermo - Mondello|091451968||villartemide@virgilio.it|http://www.villartemide.com|3||accoglienza|bed and breakfast, B&B|3
205|Il Mezzanino del Gattopardo|Via Alloro, 145|90133|Palermo|||ilmezz.gattopardo@tiscali.it||1||accoglienza|bed and breakfast, B&B|3
212|La Casa dei Colori|Via Cosmo Guastella, 5|90127|Palermo|0917920084||bblacasadeicolori@libero.it||||accoglienza|bed and breakfast, B&B|2
215|La Casa di Zoe|Via Roma, 171|90133|Palermo|||lacasadizoe@hotmail.it|http://www.lacasadizoe.it|3||accoglienza|bed and breakfast, B&B|3
217|La Galleria|Via Croce Rossa, 118|90146|Palermo|||lagalleriapalermo@gmail.com||||accoglienza|bed and breakfast, B&B|3
219|Le Terrazze|Via P. Novelli, 14|90134|Palermo|0916520866||leterrazze_palermo@yahoo.it|http://www.leterrazzebb.it|||accoglienza|bed and breakfast, B&B|3
223|Maxim|Via Mariano Stabile, 136|90139|Palermo|0919765471||prenotazioni@bbmaxim.it|http://www.bbmaxim.it|5||accoglienza|bed and breakfast, B&B|3
230|Namastè|Via Houel, 30|90138|Palermo|||bbnamaste@libero.it|http://www.namaste.com|3||accoglienza|bed and breakfast, B&B|2
261|Teatro Massimo|Via Orologio, 31|90133|Palermo|0916197653||bbteatromassimo@alice.it|http://www.bedbreakfastpalermo.it|||accoglienza|bed and breakfast, B&B|1
181|Cleopatra|Foro Umberto I|90133|Palermo|0916169638||info@cleopatrabb.it|http://www.cleopatrabb.it|2||accoglienza|bed and breakfast, B&B|3
182|Coffee and the city|Via Mariano Stabile, 37|90139|Palermo|||info@coffeandthecity.it|http://www.coffeandthecity.it|3||accoglienza|bed and breakfast, B&B|3
185|David's Room|Via Roma, 62|90133|Palermo|0916164931||info@bbdavidsroom.com|http://www.bbdavidsroom.com|4||accoglienza|bed and breakfast, B&B|3
208|Jerry House|Via V. Di Marco, 28|90143|Palermo|0915079802||jerryhouse@gmail.com||1||accoglienza|bed and breakfast, B&B|3
210|L'Olivella|Via Bara all'Olivella, 67|90133|Palermo|0916110288||info@olivellabb.it|http://www.olivellabb.it|||accoglienza|bed and breakfast, B&B|3
220|Libertà|Via F. Turati, 5|90139|Palermo|0915075843||info@bedandbreakfastliberta.it|http://www.bedandbreakfastliberta.it|||accoglienza|bed and breakfast, B&B|2
222|Maride|Via Antonello da Messina, 15|90142|Palermo|091530655||mario.cernigliaro@alice.it|http://www.maridehouse.com|3||accoglienza|bed and breakfast, B&B|3
227|Montecarlo|Via Montecarlo, 7|90146|Palermo|0917510622||info@bebmontecarlo.it|http://www.bebmontecarlo.it|2||accoglienza|bed and breakfast, B&B|3
231|Nicadomus|Via Bari, 52|90133|Palermo|0919823666||info@bandbnicadomus.com|http://www.bandbnicadomus.com|3||accoglienza|bed and breakfast, B&B|3
236|Novecento|Via Roma, 62|90133|Palermo|0919761194||info@bed-breakfast-palermo.com|http://www.bed-breakfast-palermo.com|5||accoglienza|bed and breakfast, B&B|3
242|Palazzo Lungarini|Via Lungarini, 60|90133|Palermo|||luna@neomedia.it||2||accoglienza|bed and breakfast, B&B|2
252|Politeama Square|Via E. Amari, 112|90139|Palermo|||prenotazione@politeamasquare.com|http://www.politeamasquare.com|||accoglienza|bed and breakfast, B&B|3
253|Rosella Bianchi|Via Roma, 72|90133|Palermo|0916171098||rosella_bianchi@libero.it|http://www.rosellabianchibb.com|||accoglienza|bed and breakfast, B&B|2
256|Scala Reale|Via D'Ossuna, 85|90138|Palermo|0917833185||bbscalareale@gmail.com||2||accoglienza|bed and breakfast, B&B|3
257|Seralcadio|Via Bari, 7|90133|Palermo|||info@seralcadio.com|http://www.seralcadio.com|3||accoglienza|bed and breakfast, B&B|2
259|Simpaty|Via Piano Gallo, 12/14|90151|Palermo - Mondello|0916893850||simpatycamere@libero.it|http://www.simpatymondello.com|3||accoglienza|bed and breakfast, B&B|3
265|Villa Addaura|Lungomare Cristoforo Colombo, 1931|90142|Palermo - Addaura|0916849031||info@villa-addaura.com|http://www.villa-addaura.com|3||accoglienza|bed and breakfast, B&B|2
287|Giugagiò|Via Bandiera, 77|90133|Palermo|||info@giugagio.it|http://www.giugagio.it|||accoglienza|bed and breakfast, B&B|3
177|Casacatti|Via Volontari Italiani del Sangue, 10|90128|Palermo|||casacatti@libero.it||3||accoglienza|bed and breakfast, B&B|2
178|Casetta Manfredi|Via Spezio, 41|90139|Palermo|0912514948||info@casettamanfredi.com|http://www.casettamanfredi.com|4||accoglienza|bed and breakfast, B&B|3
179|Castiglia|Via Gorizia, 8|90133|Palermo|0916172341||bb.castiglia@gmail.com|http://www.bbcastiglia.it|5||accoglienza|bed and breakfast, B&B|3
180|Cavour Il Conte Camillo|Via Cavour, 32|90133|Palermo|0916124377||chiara.cannizzaro@hotmail.it|http://www.bbpalermo.it|3|Chiara Castiglia|accoglienza|bed and breakfast, B&B|3
184|D'Angelo|Via Roma, 83|90133|Palermo|0917847302||info@bedbreakfastdangelo.com|http://www.bedbreakfastdangelo.com|4||accoglienza|bed and breakfast, B&B|2
186|De Salinas|Via E. Amari, 140|90139|Palermo|0915507737||info@desalinas.com|http://www.desalinas.com|||accoglienza|bed and breakfast, B&B|2
192|Felice|Via B. Civiletti, 4|90141|Palermo|091320612||info@bbfelice.it|http://www.bbfelice.it|3|Simona Faldetta|accoglienza|bed and breakfast, B&B|3
194|Giardini|Via Maggiore Toselli, 26|90143|Palermo|0919825886||mvalente44@yahoo.it||2||accoglienza|bed and breakfast, B&B|3
199|I Cavalieri di Malta|Largo Cavalieri di Malta, 6|90133|Palermo|||info@icavalieridimalta.it|http://www.icavalieridimalta.it|||accoglienza|bed and breakfast, B&B|3
201|Il giardino di Ballarò|Via Porta di Castro, 75|90134|Palermo|091212215||ilgiardinodiballaro@gmail.com|http://www.ilgiardinodiballaro.it|5||accoglienza|bed and breakfast, B&B|3
206|Il Principe|Via Principe di Scordia, 126|90139|Palermo|0917841010||info@bebilprincipe.com|http://www.bebilprincipe.com|4||accoglienza|bed and breakfast, B&B|2
207|In Villa|Viale delle Sirene, 30|90149|Palermo|091450811||invillabb@yahoo.it|http://www.invillabbmondello.splinder.com|2||accoglienza|bed and breakfast, B&B|3
214|La Casa dei Limoni|P. zza Giulio Cesare, 9|90127|Palermo|0916176297||info@lacasadeilimoni.it|http://www.lacasadeilimoni.it|4||accoglienza|bed and breakfast, B&B|2
216|La Fuitina|Via Garraffello, 6|90133|Palermo|0919766501||info@fuitina.com|http://www.fuitina.com|3||accoglienza|bed and breakfast, B&B|1
218|Le Tartarughe|Via XX settembre, 70|90141|Palermo|0916252338||mabalsano@libero.it||3||accoglienza|bed and breakfast, B&B|3
221|Malusi|Via del manderino, 3|90147|Palermo|||info@malusi.it|http://www.malusi.it|2||accoglienza|bed and breakfast, B&B|3
224|Mediterraneo B&B|Via Ten. G. Ingrao, 2|90138|Palermo|0917574886||info@bedmediterraneo.it|http://www.bedmediterraneo.it|1||accoglienza|bed and breakfast, B&B|3
225|Miramar|P.zza Acquasanta, 12|90142|Palermo|091549338||helgaomodei@libero.it||2||accoglienza|bed and breakfast, B&B|2
234|Notarbartolo|Via Notarbartolo, 35|90141|Palermo|0917308333||info@notarbartolo.com|http://www.bed-and-breakfast-palermo.it|3||accoglienza|bed and breakfast, B&B|3
235|Notti Magiche|Via B. Gravina, 59|90139|Palermo|091589714||info@bbnottimagiche.com|http://www.bbnottimagiche.com|2||accoglienza|bed and breakfast, B&B|2
243|Palazzo Reale|Via Cappuccini, 9|90129|Palermo|091424045||sistina1984@hotmail.com|http://www.palazzoreale.it|3||accoglienza|bed and breakfast, B&B|3
263|Ulisse|Via Cefalonia, 26|90129|Palermo|0912531742||bbulisse@tiscali.it||||accoglienza|bed and breakfast, B&B|1
202|Il girasole|Via Pazienza 33/a|90151|Palermo - Mondello|0918884225||bbilgirasole@hotmail.it||4||accoglienza|bed and breakfast, B&B|3
241|Palazzo Filangeri|Via Maqueda, 92|90133|Palermo|0916166766||luigimendola@palazzofilangeri.it|http://www.palazzofilangeri.it|1||accoglienza|bed and breakfast, B&B|3
247|Palikè|Via E. Amari, 140|90139|Palermo|091586795||info@bbpalike.it|http://www.bbpalike.it|3||accoglienza|bed and breakfast, B&B|3
249|People|Via Cosmo Guastella, 1|90127|Palermo|0915085830||prenotazioni.people@facebook.com|http://www.facebook.com/people.palermo|3||accoglienza|bed and breakfast, B&B|2
250|Pomelia|Via Saffo, 23|90151|Palermo - Mondello|||info@pomelia.com|http://www.pomelia.com|1||accoglienza|bed and breakfast, B&B|1
251|Porta di Castro|Via Porta di Castro, 23|90134|Palermo|||bebportadicastro@gmail.com||1||accoglienza|bed and breakfast, B&B|1
255|San Gabriele|Via alloro, 107|90133|Palermo|0912525476||info@bebsangabriele.com|http://www.bebsangabriele.com|1||accoglienza|bed and breakfast, B&B|3
258|Sikelia|Via Sant'Antonio, 6|90134|Palermo|||voccamarco@hotmail.it|http://www.sikeliabb.it|3||accoglienza|bed and breakfast, B&B|3
260|Sole Luna della solidarietà|Via V. Riolo, 7|90139|Palermo|091581671||info@solelunabedandbreakfast.org|http://www.solelunabedandbreakfast.org|3||accoglienza|bed and breakfast, B&B|3
262|The Garden|Via Sferracavallo, 236|90147|Palermo - Sferracavallo|091530036||info@bbalterrazzo.it|http://www.bbalterrazzo.com|2||accoglienza|bed and breakfast, B&B|3
204|Il Golfo|Via Dammuso, 88|90147|Palermo|||martafavaloro@libero.it|http://www.il-golfo.com|3|Marta Favaloro|accoglienza|bed and breakfast, B&B|3
209|Kemonia|Via Nicolò Turrisi, 38/b|90138|Palermo|348371586||info@kemonia.com|http://www.kemonia.com|||accoglienza|bed and breakfast, B&B|2
211|La Bella Vita|Via Principe di Belmonte, 90|90139|Palermo|0918434989||bblabellavita@hotmail.com|http://www.bblabellavita.it|4||accoglienza|bed and breakfast, B&B|3
